ANO,SEXO,EDAD,POPULATION
2018,Total,NA,36414521
2018,Hombres,NA,17450356
2018,Mujeres,NA,18964165
2018,Hombres,0,267725
2018,Hombres,1,271659
2018,Hombres,2,275579
2018,Hombres,3,279172
2018,Hombres,4,282059
2018,Hombres,5,284726
2018,Hombres,6,288053
2018,Hombres,7,291880
2018,Hombres,8,295932
2018,Hombres,9,299857
2018,Hombres,10,303787
2018,Hombres,11,307960
2018,Hombres,12,308600
2018,Hombres,13,308921
2018,Hombres,14,308508
2018,Hombres,15,309013
2018,Hombres,16,309651
2018,Hombres,17,312341
2018,Hombres,18,311464
2018,Hombres,19,311626
2018,Hombres,20,312571
2018,Hombres,21,314681
2018,Hombres,22,316457
2018,Hombres,23,317727
2018,Hombres,24,316270
2018,Hombres,25,311156
2018,Hombres,26,304416
2018,Hombres,27,297294
2018,Hombres,28,289727
2018,Hombres,29,282227
2018,Hombres,30,273730
2018,Hombres,31,267924
2018,Hombres,32,262868
2018,Hombres,33,259141
2018,Hombres,34,256726
2018,Hombres,35,253976
2018,Hombres,36,250172
2018,Hombres,37,246544
2018,Hombres,38,240499
2018,Hombres,39,233169
2018,Hombres,40,224143
2018,Hombres,41,216740
2018,Hombres,42,208217
2018,Hombres,43,203021
2018,Hombres,44,200216
2018,Hombres,45,198572
2018,Hombres,46,197598
2018,Hombres,47,197618
2018,Hombres,48,197431
2018,Hombres,49,197105
2018,Hombres,50,194984
2018,Hombres,51,194052
2018,Hombres,52,191353
2018,Hombres,53,188829
2018,Hombres,54,185112
2018,Hombres,55,180222
2018,Hombres,56,173949
2018,Hombres,57,166605
2018,Hombres,58,158491
2018,Hombres,59,151310
2018,Hombres,60,144139
2018,Hombres,61,137827
2018,Hombres,62,131008
2018,Hombres,63,125316
2018,Hombres,64,119163
2018,Hombres,65,112959
2018,Hombres,66,106877
2018,Hombres,67,101105
2018,Hombres,68,95248
2018,Hombres,69,89659
2018,Hombres,70,83989
2018,Hombres,71,78212
2018,Hombres,72,72246
2018,Hombres,73,66950
2018,Hombres,74,62232
2018,Hombres,75,58328
2018,Hombres,76,54902
2018,Hombres,77,51503
2018,Hombres,78,47956
2018,Hombres,79,44318
2018,Hombres,80,40491
2018,Hombres,81,36428
2018,Hombres,82,32598
2018,Hombres,83,29328
2018,Hombres,84,26280
2018,Hombres,85,23432
2018,Hombres,86,20531
2018,Hombres,87,17905
2018,Hombres,88,15344
2018,Hombres,89,13101
2018,Hombres,90,10869
2018,Hombres,91,8754
2018,Hombres,92,6944
2018,Hombres,93,5380
2018,Hombres,94,4157
2018,Hombres,95,3185
2018,Hombres,96,2387
2018,Hombres,97,1772
2018,Hombres,98,1303
2018,Hombres,99,994
2018,Hombres,100,3880
2018,Mujeres,0,254961
2018,Mujeres,1,259756
2018,Mujeres,2,263118
2018,Mujeres,3,266313
2018,Mujeres,4,269609
2018,Mujeres,5,272563
2018,Mujeres,6,276055
2018,Mujeres,7,279396
2018,Mujeres,8,283374
2018,Mujeres,9,287406
2018,Mujeres,10,291740
2018,Mujeres,11,296246
2018,Mujeres,12,297202
2018,Mujeres,13,298219
2018,Mujeres,14,299635
2018,Mujeres,15,302119
2018,Mujeres,16,304723
2018,Mujeres,17,308827
2018,Mujeres,18,313178
2018,Mujeres,19,317186
2018,Mujeres,20,320927
2018,Mujeres,21,321558
2018,Mujeres,22,322506
2018,Mujeres,23,323518
2018,Mujeres,24,322371
2018,Mujeres,25,318788
2018,Mujeres,26,313173
2018,Mujeres,27,306505
2018,Mujeres,28,299926
2018,Mujeres,29,292849
2018,Mujeres,30,287622
2018,Mujeres,31,283326
2018,Mujeres,32,280401
2018,Mujeres,33,277714
2018,Mujeres,34,277528
2018,Mujeres,35,277373
2018,Mujeres,36,275696
2018,Mujeres,37,272569
2018,Mujeres,38,268359
2018,Mujeres,39,260561
2018,Mujeres,40,253844
2018,Mujeres,41,245784
2018,Mujeres,42,239126
2018,Mujeres,43,233835
2018,Mujeres,44,231381
2018,Mujeres,45,229945
2018,Mujeres,46,229476
2018,Mujeres,47,230405
2018,Mujeres,48,231750
2018,Mujeres,49,230700
2018,Mujeres,50,230852
2018,Mujeres,51,229471
2018,Mujeres,52,228566
2018,Mujeres,53,225918
2018,Mujeres,54,222863
2018,Mujeres,55,218023
2018,Mujeres,56,211302
2018,Mujeres,57,204189
2018,Mujeres,58,196600
2018,Mujeres,59,188660
2018,Mujeres,60,182047
2018,Mujeres,61,174886
2018,Mujeres,62,168043
2018,Mujeres,63,160237
2018,Mujeres,64,152692
2018,Mujeres,65,144828
2018,Mujeres,66,137347
2018,Mujeres,67,130421
2018,Mujeres,68,123662
2018,Mujeres,69,116624
2018,Mujeres,70,109791
2018,Mujeres,71,102538
2018,Mujeres,72,95757
2018,Mujeres,73,89178
2018,Mujeres,74,83336
2018,Mujeres,75,78400
2018,Mujeres,76,74468
2018,Mujeres,77,70896
2018,Mujeres,78,67031
2018,Mujeres,79,62848
2018,Mujeres,80,58496
2018,Mujeres,81,54049
2018,Mujeres,82,49585
2018,Mujeres,83,45117
2018,Mujeres,84,40603
2018,Mujeres,85,36415
2018,Mujeres,86,32633
2018,Mujeres,87,28921
2018,Mujeres,88,25421
2018,Mujeres,89,22012
2018,Mujeres,90,18749
2018,Mujeres,91,15393
2018,Mujeres,92,12319
2018,Mujeres,93,9784
2018,Mujeres,94,7697
2018,Mujeres,95,6082
2018,Mujeres,96,4744
2018,Mujeres,97,3638
2018,Mujeres,98,2596
2018,Mujeres,99,1725
2018,Mujeres,100,5570
2018,Total,0,522686
2018,Total,1,531415
2018,Total,2,538697
2018,Total,3,545485
2018,Total,4,551668
2018,Total,5,557289
2018,Total,6,564108
2018,Total,7,571276
2018,Total,8,579306
2018,Total,9,587263
2018,Total,10,595527
2018,Total,11,604206
2018,Total,12,605802
2018,Total,13,607140
2018,Total,14,608143
2018,Total,15,611132
2018,Total,16,614374
2018,Total,17,621168
2018,Total,18,624642
2018,Total,19,628812
2018,Total,20,633498
2018,Total,21,636239
2018,Total,22,638963
2018,Total,23,641245
2018,Total,24,638641
2018,Total,25,629944
2018,Total,26,617589
2018,Total,27,603799
2018,Total,28,589653
2018,Total,29,575076
2018,Total,30,561352
2018,Total,31,551250
2018,Total,32,543269
2018,Total,33,536855
2018,Total,34,534254
2018,Total,35,531349
2018,Total,36,525868
2018,Total,37,519113
2018,Total,38,508858
2018,Total,39,493730
2018,Total,40,477987
2018,Total,41,462524
2018,Total,42,447343
2018,Total,43,436856
2018,Total,44,431597
2018,Total,45,428517
2018,Total,46,427074
2018,Total,47,428023
2018,Total,48,429181
2018,Total,49,427805
2018,Total,50,425836
2018,Total,51,423523
2018,Total,52,419919
2018,Total,53,414747
2018,Total,54,407975
2018,Total,55,398245
2018,Total,56,385251
2018,Total,57,370794
2018,Total,58,355091
2018,Total,59,339970
2018,Total,60,326186
2018,Total,61,312713
2018,Total,62,299051
2018,Total,63,285553
2018,Total,64,271855
2018,Total,65,257787
2018,Total,66,244224
2018,Total,67,231526
2018,Total,68,218910
2018,Total,69,206283
2018,Total,70,193780
2018,Total,71,180750
2018,Total,72,168003
2018,Total,73,156128
2018,Total,74,145568
2018,Total,75,136728
2018,Total,76,129370
2018,Total,77,122399
2018,Total,78,114987
2018,Total,79,107166
2018,Total,80,98987
2018,Total,81,90477
2018,Total,82,82183
2018,Total,83,74445
2018,Total,84,66883
2018,Total,85,59847
2018,Total,86,53164
2018,Total,87,46826
2018,Total,88,40765
2018,Total,89,35113
2018,Total,90,29618
2018,Total,91,24147
2018,Total,92,19263
2018,Total,93,15164
2018,Total,94,11854
2018,Total,95,9267
2018,Total,96,7131
2018,Total,97,5410
2018,Total,98,3899
2018,Total,99,2719
2018,Total,100,9450
2018,Total,NA,11843973
2018,Hombres,NA,6163808
2018,Mujeres,NA,5680165
2018,Hombres,0,111886
2018,Hombres,1,112733
2018,Hombres,2,114233
2018,Hombres,3,116189
2018,Hombres,4,118018
2018,Hombres,5,120287
2018,Hombres,6,121987
2018,Hombres,7,123959
2018,Hombres,8,125744
2018,Hombres,9,127610
2018,Hombres,10,129514
2018,Hombres,11,131555
2018,Hombres,12,131803
2018,Hombres,13,131507
2018,Hombres,14,130343
2018,Hombres,15,127905
2018,Hombres,16,125439
2018,Hombres,17,122324
2018,Hombres,18,117186
2018,Hombres,19,111517
2018,Hombres,20,105883
2018,Hombres,21,100885
2018,Hombres,22,97528
2018,Hombres,23,94939
2018,Hombres,24,92159
2018,Hombres,25,88872
2018,Hombres,26,85784
2018,Hombres,27,83169
2018,Hombres,28,80929
2018,Hombres,29,79061
2018,Hombres,30,77130
2018,Hombres,31,76128
2018,Hombres,32,75207
2018,Hombres,33,74839
2018,Hombres,34,74899
2018,Hombres,35,74918
2018,Hombres,36,74683
2018,Hombres,37,74549
2018,Hombres,38,74090
2018,Hombres,39,73199
2018,Hombres,40,71546
2018,Hombres,41,70301
2018,Hombres,42,68494
2018,Hombres,43,67647
2018,Hombres,44,67276
2018,Hombres,45,67032
2018,Hombres,46,66790
2018,Hombres,47,66624
2018,Hombres,48,66324
2018,Hombres,49,65855
2018,Hombres,50,64813
2018,Hombres,51,64033
2018,Hombres,52,62688
2018,Hombres,53,61600
2018,Hombres,54,60311
2018,Hombres,55,58850
2018,Hombres,56,57096
2018,Hombres,57,55197
2018,Hombres,58,53029
2018,Hombres,59,51197
2018,Hombres,60,49307
2018,Hombres,61,47694
2018,Hombres,62,45909
2018,Hombres,63,44413
2018,Hombres,64,42889
2018,Hombres,65,41398
2018,Hombres,66,39842
2018,Hombres,67,38199
2018,Hombres,68,36366
2018,Hombres,69,34705
2018,Hombres,70,32944
2018,Hombres,71,30982
2018,Hombres,72,28842
2018,Hombres,73,26950
2018,Hombres,74,25195
2018,Hombres,75,23854
2018,Hombres,76,22552
2018,Hombres,77,21223
2018,Hombres,78,19748
2018,Hombres,79,18259
2018,Hombres,80,16587
2018,Hombres,81,14701
2018,Hombres,82,12863
2018,Hombres,83,11349
2018,Hombres,84,10007
2018,Hombres,85,8835
2018,Hombres,86,7607
2018,Hombres,87,6474
2018,Hombres,88,5443
2018,Hombres,89,4575
2018,Hombres,90,3749
2018,Hombres,91,2975
2018,Hombres,92,2344
2018,Hombres,93,1814
2018,Hombres,94,1389
2018,Hombres,95,1060
2018,Hombres,96,791
2018,Hombres,97,592
2018,Hombres,98,438
2018,Hombres,99,345
2018,Hombres,100,1306
2018,Mujeres,0,105462
2018,Mujeres,1,107101
2018,Mujeres,2,108341
2018,Mujeres,3,109857
2018,Mujeres,4,111788
2018,Mujeres,5,114035
2018,Mujeres,6,115821
2018,Mujeres,7,117174
2018,Mujeres,8,118138
2018,Mujeres,9,119471
2018,Mujeres,10,121035
2018,Mujeres,11,122659
2018,Mujeres,12,122262
2018,Mujeres,13,121124
2018,Mujeres,14,119536
2018,Mujeres,15,116878
2018,Mujeres,16,114173
2018,Mujeres,17,110457
2018,Mujeres,18,105793
2018,Mujeres,19,101192
2018,Mujeres,20,96991
2018,Mujeres,21,92469
2018,Mujeres,22,89503
2018,Mujeres,23,87452
2018,Mujeres,24,85521
2018,Mujeres,25,83270
2018,Mujeres,26,80869
2018,Mujeres,27,78702
2018,Mujeres,28,76927
2018,Mujeres,29,75290
2018,Mujeres,30,74346
2018,Mujeres,31,73563
2018,Mujeres,32,73142
2018,Mujeres,33,72502
2018,Mujeres,34,72451
2018,Mujeres,35,72437
2018,Mujeres,36,71975
2018,Mujeres,37,71295
2018,Mujeres,38,70220
2018,Mujeres,39,68272
2018,Mujeres,40,66627
2018,Mujeres,41,64682
2018,Mujeres,42,63115
2018,Mujeres,43,61613
2018,Mujeres,44,60795
2018,Mujeres,45,60154
2018,Mujeres,46,59619
2018,Mujeres,47,59283
2018,Mujeres,48,58843
2018,Mujeres,49,57798
2018,Mujeres,50,57079
2018,Mujeres,51,55999
2018,Mujeres,52,55118
2018,Mujeres,53,53930
2018,Mujeres,54,52803
2018,Mujeres,55,51405
2018,Mujeres,56,49795
2018,Mujeres,57,48189
2018,Mujeres,58,46574
2018,Mujeres,59,44772
2018,Mujeres,60,43236
2018,Mujeres,61,41558
2018,Mujeres,62,40062
2018,Mujeres,63,38477
2018,Mujeres,64,36994
2018,Mujeres,65,35460
2018,Mujeres,66,34026
2018,Mujeres,67,32665
2018,Mujeres,68,31319
2018,Mujeres,69,29789
2018,Mujeres,70,28254
2018,Mujeres,71,26607
2018,Mujeres,72,25090
2018,Mujeres,73,23513
2018,Mujeres,74,22032
2018,Mujeres,75,20733
2018,Mujeres,76,19858
2018,Mujeres,77,18998
2018,Mujeres,78,17966
2018,Mujeres,79,16744
2018,Mujeres,80,15417
2018,Mujeres,81,14119
2018,Mujeres,82,12891
2018,Mujeres,83,11635
2018,Mujeres,84,10327
2018,Mujeres,85,9072
2018,Mujeres,86,7986
2018,Mujeres,87,6937
2018,Mujeres,88,5967
2018,Mujeres,89,5039
2018,Mujeres,90,4217
2018,Mujeres,91,3404
2018,Mujeres,92,2695
2018,Mujeres,93,2137
2018,Mujeres,94,1672
2018,Mujeres,95,1330
2018,Mujeres,96,1039
2018,Mujeres,97,809
2018,Mujeres,98,597
2018,Mujeres,99,420
2018,Mujeres,100,1387
2018,Total,0,217348
2018,Total,1,219834
2018,Total,2,222574
2018,Total,3,226046
2018,Total,4,229806
2018,Total,5,234322
2018,Total,6,237808
2018,Total,7,241133
2018,Total,8,243882
2018,Total,9,247081
2018,Total,10,250549
2018,Total,11,254214
2018,Total,12,254065
2018,Total,13,252631
2018,Total,14,249879
2018,Total,15,244783
2018,Total,16,239612
2018,Total,17,232781
2018,Total,18,222979
2018,Total,19,212709
2018,Total,20,202874
2018,Total,21,193354
2018,Total,22,187031
2018,Total,23,182391
2018,Total,24,177680
2018,Total,25,172142
2018,Total,26,166653
2018,Total,27,161871
2018,Total,28,157856
2018,Total,29,154351
2018,Total,30,151476
2018,Total,31,149691
2018,Total,32,148349
2018,Total,33,147341
2018,Total,34,147350
2018,Total,35,147355
2018,Total,36,146658
2018,Total,37,145844
2018,Total,38,144310
2018,Total,39,141471
2018,Total,40,138173
2018,Total,41,134983
2018,Total,42,131609
2018,Total,43,129260
2018,Total,44,128071
2018,Total,45,127186
2018,Total,46,126409
2018,Total,47,125907
2018,Total,48,125167
2018,Total,49,123653
2018,Total,50,121892
2018,Total,51,120032
2018,Total,52,117806
2018,Total,53,115530
2018,Total,54,113114
2018,Total,55,110255
2018,Total,56,106891
2018,Total,57,103386
2018,Total,58,99603
2018,Total,59,95969
2018,Total,60,92543
2018,Total,61,89252
2018,Total,62,85971
2018,Total,63,82890
2018,Total,64,79883
2018,Total,65,76858
2018,Total,66,73868
2018,Total,67,70864
2018,Total,68,67685
2018,Total,69,64494
2018,Total,70,61198
2018,Total,71,57589
2018,Total,72,53932
2018,Total,73,50463
2018,Total,74,47227
2018,Total,75,44587
2018,Total,76,42410
2018,Total,77,40221
2018,Total,78,37714
2018,Total,79,35003
2018,Total,80,32004
2018,Total,81,28820
2018,Total,82,25754
2018,Total,83,22984
2018,Total,84,20334
2018,Total,85,17907
2018,Total,86,15593
2018,Total,87,13411
2018,Total,88,11410
2018,Total,89,9614
2018,Total,90,7966
2018,Total,91,6379
2018,Total,92,5039
2018,Total,93,3951
2018,Total,94,3061
2018,Total,95,2390
2018,Total,96,1830
2018,Total,97,1401
2018,Total,98,1035
2018,Total,99,765
2018,Total,100,2693
2018,Total,NA,48258494
2018,Hombres,NA,23614164
2018,Mujeres,NA,24644330
2018,Hombres,0,379611
2018,Hombres,1,384392
2018,Hombres,2,389812
2018,Hombres,3,395361
2018,Hombres,4,400077
2018,Hombres,5,405013
2018,Hombres,6,410040
2018,Hombres,7,415839
2018,Hombres,8,421676
2018,Hombres,9,427467
2018,Hombres,10,433301
2018,Hombres,11,439515
2018,Hombres,12,440403
2018,Hombres,13,440428
2018,Hombres,14,438851
2018,Hombres,15,436918
2018,Hombres,16,435090
2018,Hombres,17,434665
2018,Hombres,18,428650
2018,Hombres,19,423143
2018,Hombres,20,418454
2018,Hombres,21,415566
2018,Hombres,22,413985
2018,Hombres,23,412666
2018,Hombres,24,408429
2018,Hombres,25,400028
2018,Hombres,26,390200
2018,Hombres,27,380463
2018,Hombres,28,370656
2018,Hombres,29,361288
2018,Hombres,30,350860
2018,Hombres,31,344052
2018,Hombres,32,338075
2018,Hombres,33,333980
2018,Hombres,34,331625
2018,Hombres,35,328894
2018,Hombres,36,324855
2018,Hombres,37,321093
2018,Hombres,38,314589
2018,Hombres,39,306368
2018,Hombres,40,295689
2018,Hombres,41,287041
2018,Hombres,42,276711
2018,Hombres,43,270668
2018,Hombres,44,267492
2018,Hombres,45,265604
2018,Hombres,46,264388
2018,Hombres,47,264242
2018,Hombres,48,263755
2018,Hombres,49,262960
2018,Hombres,50,259797
2018,Hombres,51,258085
2018,Hombres,52,254041
2018,Hombres,53,250429
2018,Hombres,54,245423
2018,Hombres,55,239072
2018,Hombres,56,231045
2018,Hombres,57,221802
2018,Hombres,58,211520
2018,Hombres,59,202507
2018,Hombres,60,193446
2018,Hombres,61,185521
2018,Hombres,62,176917
2018,Hombres,63,169729
2018,Hombres,64,162052
2018,Hombres,65,154357
2018,Hombres,66,146719
2018,Hombres,67,139304
2018,Hombres,68,131614
2018,Hombres,69,124364
2018,Hombres,70,116933
2018,Hombres,71,109194
2018,Hombres,72,101088
2018,Hombres,73,93900
2018,Hombres,74,87427
2018,Hombres,75,82182
2018,Hombres,76,77454
2018,Hombres,77,72726
2018,Hombres,78,67704
2018,Hombres,79,62577
2018,Hombres,80,57078
2018,Hombres,81,51129
2018,Hombres,82,45461
2018,Hombres,83,40677
2018,Hombres,84,36287
2018,Hombres,85,32267
2018,Hombres,86,28138
2018,Hombres,87,24379
2018,Hombres,88,20787
2018,Hombres,89,17676
2018,Hombres,90,14618
2018,Hombres,91,11729
2018,Hombres,92,9288
2018,Hombres,93,7194
2018,Hombres,94,5546
2018,Hombres,95,4245
2018,Hombres,96,3178
2018,Hombres,97,2364
2018,Hombres,98,1741
2018,Hombres,99,1339
2018,Hombres,100,5186
2018,Mujeres,0,360423
2018,Mujeres,1,366857
2018,Mujeres,2,371459
2018,Mujeres,3,376170
2018,Mujeres,4,381397
2018,Mujeres,5,386598
2018,Mujeres,6,391876
2018,Mujeres,7,396570
2018,Mujeres,8,401512
2018,Mujeres,9,406877
2018,Mujeres,10,412775
2018,Mujeres,11,418905
2018,Mujeres,12,419464
2018,Mujeres,13,419343
2018,Mujeres,14,419171
2018,Mujeres,15,418997
2018,Mujeres,16,418896
2018,Mujeres,17,419284
2018,Mujeres,18,418971
2018,Mujeres,19,418378
2018,Mujeres,20,417918
2018,Mujeres,21,414027
2018,Mujeres,22,412009
2018,Mujeres,23,410970
2018,Mujeres,24,407892
2018,Mujeres,25,402058
2018,Mujeres,26,394042
2018,Mujeres,27,385207
2018,Mujeres,28,376853
2018,Mujeres,29,368139
2018,Mujeres,30,361968
2018,Mujeres,31,356889
2018,Mujeres,32,353543
2018,Mujeres,33,350216
2018,Mujeres,34,349979
2018,Mujeres,35,349810
2018,Mujeres,36,347671
2018,Mujeres,37,343864
2018,Mujeres,38,338579
2018,Mujeres,39,328833
2018,Mujeres,40,320471
2018,Mujeres,41,310466
2018,Mujeres,42,302241
2018,Mujeres,43,295448
2018,Mujeres,44,292176
2018,Mujeres,45,290099
2018,Mujeres,46,289095
2018,Mujeres,47,289688
2018,Mujeres,48,290593
2018,Mujeres,49,288498
2018,Mujeres,50,287931
2018,Mujeres,51,285470
2018,Mujeres,52,283684
2018,Mujeres,53,279848
2018,Mujeres,54,275666
2018,Mujeres,55,269428
2018,Mujeres,56,261097
2018,Mujeres,57,252378
2018,Mujeres,58,243174
2018,Mujeres,59,233432
2018,Mujeres,60,225283
2018,Mujeres,61,216444
2018,Mujeres,62,208105
2018,Mujeres,63,198714
2018,Mujeres,64,189686
2018,Mujeres,65,180288
2018,Mujeres,66,171373
2018,Mujeres,67,163086
2018,Mujeres,68,154981
2018,Mujeres,69,146413
2018,Mujeres,70,138045
2018,Mujeres,71,129145
2018,Mujeres,72,120847
2018,Mujeres,73,112691
2018,Mujeres,74,105368
2018,Mujeres,75,99133
2018,Mujeres,76,94326
2018,Mujeres,77,89894
2018,Mujeres,78,84997
2018,Mujeres,79,79592
2018,Mujeres,80,73913
2018,Mujeres,81,68168
2018,Mujeres,82,62476
2018,Mujeres,83,56752
2018,Mujeres,84,50930
2018,Mujeres,85,45487
2018,Mujeres,86,40619
2018,Mujeres,87,35858
2018,Mujeres,88,31388
2018,Mujeres,89,27051
2018,Mujeres,90,22966
2018,Mujeres,91,18797
2018,Mujeres,92,15014
2018,Mujeres,93,11921
2018,Mujeres,94,9369
2018,Mujeres,95,7412
2018,Mujeres,96,5783
2018,Mujeres,97,4447
2018,Mujeres,98,3193
2018,Mujeres,99,2145
2018,Mujeres,100,6957
2018,Total,0,740034
2018,Total,1,751249
2018,Total,2,761271
2018,Total,3,771531
2018,Total,4,781474
2018,Total,5,791611
2018,Total,6,801916
2018,Total,7,812409
2018,Total,8,823188
2018,Total,9,834344
2018,Total,10,846076
2018,Total,11,858420
2018,Total,12,859867
2018,Total,13,859771
2018,Total,14,858022
2018,Total,15,855915
2018,Total,16,853986
2018,Total,17,853949
2018,Total,18,847621
2018,Total,19,841521
2018,Total,20,836372
2018,Total,21,829593
2018,Total,22,825994
2018,Total,23,823636
2018,Total,24,816321
2018,Total,25,802086
2018,Total,26,784242
2018,Total,27,765670
2018,Total,28,747509
2018,Total,29,729427
2018,Total,30,712828
2018,Total,31,700941
2018,Total,32,691618
2018,Total,33,684196
2018,Total,34,681604
2018,Total,35,678704
2018,Total,36,672526
2018,Total,37,664957
2018,Total,38,653168
2018,Total,39,635201
2018,Total,40,616160
2018,Total,41,597507
2018,Total,42,578952
2018,Total,43,566116
2018,Total,44,559668
2018,Total,45,555703
2018,Total,46,553483
2018,Total,47,553930
2018,Total,48,554348
2018,Total,49,551458
2018,Total,50,547728
2018,Total,51,543555
2018,Total,52,537725
2018,Total,53,530277
2018,Total,54,521089
2018,Total,55,508500
2018,Total,56,492142
2018,Total,57,474180
2018,Total,58,454694
2018,Total,59,435939
2018,Total,60,418729
2018,Total,61,401965
2018,Total,62,385022
2018,Total,63,368443
2018,Total,64,351738
2018,Total,65,334645
2018,Total,66,318092
2018,Total,67,302390
2018,Total,68,286595
2018,Total,69,270777
2018,Total,70,254978
2018,Total,71,238339
2018,Total,72,221935
2018,Total,73,206591
2018,Total,74,192795
2018,Total,75,181315
2018,Total,76,171780
2018,Total,77,162620
2018,Total,78,152701
2018,Total,79,142169
2018,Total,80,130991
2018,Total,81,119297
2018,Total,82,107937
2018,Total,83,97429
2018,Total,84,87217
2018,Total,85,77754
2018,Total,86,68757
2018,Total,87,60237
2018,Total,88,52175
2018,Total,89,44727
2018,Total,90,37584
2018,Total,91,30526
2018,Total,92,24302
2018,Total,93,19115
2018,Total,94,14915
2018,Total,95,11657
2018,Total,96,8961
2018,Total,97,6811
2018,Total,98,4934
2018,Total,99,3484
2018,Total,100,12143
2019,Total,NA,37219289
2019,Hombres,NA,17846792
2019,Mujeres,NA,19372497
2019,Hombres,0,267420
2019,Hombres,1,273412
2019,Hombres,2,276783
2019,Hombres,3,280107
2019,Hombres,4,283243
2019,Hombres,5,285528
2019,Hombres,6,288638
2019,Hombres,7,291776
2019,Hombres,8,295702
2019,Hombres,9,299371
2019,Hombres,10,303080
2019,Hombres,11,306819
2019,Hombres,12,310831
2019,Hombres,13,311818
2019,Hombres,14,312382
2019,Hombres,15,312941
2019,Hombres,16,313480
2019,Hombres,17,314844
2019,Hombres,18,318375
2019,Hombres,19,318349
2019,Hombres,20,319239
2019,Hombres,21,320743
2019,Hombres,22,323189
2019,Hombres,23,325154
2019,Hombres,24,326387
2019,Hombres,25,324690
2019,Hombres,26,319183
2019,Hombres,27,311979
2019,Hombres,28,304328
2019,Hombres,29,296216
2019,Hombres,30,288201
2019,Hombres,31,279261
2019,Hombres,32,273014
2019,Hombres,33,267519
2019,Hombres,34,263345
2019,Hombres,35,260494
2019,Hombres,36,257351
2019,Hombres,37,253161
2019,Hombres,38,249155
2019,Hombres,39,242795
2019,Hombres,40,235228
2019,Hombres,41,226006
2019,Hombres,42,218381
2019,Hombres,43,209703
2019,Hombres,44,204397
2019,Hombres,45,201481
2019,Hombres,46,199739
2019,Hombres,47,198666
2019,Hombres,48,198565
2019,Hombres,49,198256
2019,Hombres,50,197728
2019,Hombres,51,195409
2019,Hombres,52,194280
2019,Hombres,53,191392
2019,Hombres,54,188644
2019,Hombres,55,184685
2019,Hombres,56,179559
2019,Hombres,57,173079
2019,Hombres,58,165544
2019,Hombres,59,157278
2019,Hombres,60,149972
2019,Hombres,61,142674
2019,Hombres,62,136215
2019,Hombres,63,129264
2019,Hombres,64,123419
2019,Hombres,65,117160
2019,Hombres,66,110864
2019,Hombres,67,104704
2019,Hombres,68,98866
2019,Hombres,69,92912
2019,Hombres,70,87247
2019,Hombres,71,81515
2019,Hombres,72,75694
2019,Hombres,73,69719
2019,Hombres,74,64407
2019,Hombres,75,59670
2019,Hombres,76,55710
2019,Hombres,77,52208
2019,Hombres,78,48758
2019,Hombres,79,45165
2019,Hombres,80,41506
2019,Hombres,81,37696
2019,Hombres,82,33697
2019,Hombres,83,29932
2019,Hombres,84,26723
2019,Hombres,85,23753
2019,Hombres,86,20978
2019,Hombres,87,18214
2019,Hombres,88,15703
2019,Hombres,89,13312
2019,Hombres,90,11224
2019,Hombres,91,9194
2019,Hombres,92,7303
2019,Hombres,93,5723
2019,Hombres,94,4379
2019,Hombres,95,3337
2019,Hombres,96,2535
2019,Hombres,97,1873
2019,Hombres,98,1379
2019,Hombres,99,1011
2019,Hombres,100,2854
2019,Mujeres,0,254999
2019,Mujeres,1,260283
2019,Mujeres,2,264552
2019,Mujeres,3,267382
2019,Mujeres,4,270177
2019,Mujeres,5,273026
2019,Mujeres,6,276279
2019,Mujeres,7,279839
2019,Mujeres,8,283400
2019,Mujeres,9,287087
2019,Mujeres,10,290916
2019,Mujeres,11,295119
2019,Mujeres,12,299733
2019,Mujeres,13,300977
2019,Mujeres,14,302307
2019,Mujeres,15,304775
2019,Mujeres,16,307394
2019,Mujeres,17,310927
2019,Mujeres,18,316085
2019,Mujeres,19,321412
2019,Mujeres,20,326197
2019,Mujeres,21,330391
2019,Mujeres,22,331191
2019,Mujeres,23,332066
2019,Mujeres,24,332781
2019,Mujeres,25,331191
2019,Mujeres,26,327067
2019,Mujeres,27,320862
2019,Mujeres,28,313610
2019,Mujeres,29,306490
2019,Mujeres,30,298954
2019,Mujeres,31,293329
2019,Mujeres,32,288664
2019,Mujeres,33,285372
2019,Mujeres,34,282320
2019,Mujeres,35,281781
2019,Mujeres,36,281279
2019,Mujeres,37,279284
2019,Mujeres,38,275854
2019,Mujeres,39,271351
2019,Mujeres,40,263341
2019,Mujeres,41,256415
2019,Mujeres,42,248165
2019,Mujeres,43,241338
2019,Mujeres,44,235938
2019,Mujeres,45,233383
2019,Mujeres,46,231842
2019,Mujeres,47,231240
2019,Mujeres,48,232039
2019,Mujeres,49,233224
2019,Mujeres,50,231985
2019,Mujeres,51,231923
2019,Mujeres,52,230371
2019,Mujeres,53,229275
2019,Mujeres,54,226417
2019,Mujeres,55,223131
2019,Mujeres,56,218079
2019,Mujeres,57,211180
2019,Mujeres,58,203896
2019,Mujeres,59,196171
2019,Mujeres,60,188107
2019,Mujeres,61,181350
2019,Mujeres,62,174013
2019,Mujeres,63,166999
2019,Mujeres,64,159035
2019,Mujeres,65,151366
2019,Mujeres,66,143384
2019,Mujeres,67,135784
2019,Mujeres,68,128731
2019,Mujeres,69,121840
